,entity_index,entity_name,cui,cui_name
589,589,SLC25A6,C1335835,SLC25A6 gene
590,590,RPS14,C1419703,RPS14 gene
591,591,ALDOB,C1412347,ALDOB gene
592,592,FANCD2,C1414530,FANCD2 gene
593,593,CDKN2D,C0386669,"CDKN2D protein, human"
594,594,DNMT1,C1414121,DNMT1 gene
595,595,TAL1,C0378781,"TAL1 protein, human"
596,596,MYOM1,C1417576,MYOM1 gene
597,597,UBE2D3,C1421275,UBE2D3 gene
598,598,ZNF263,C1421750,ZNF263 gene
599,599,EIF3A,C1414338,EIF3A gene
600,600,FAM161A,,
601,601,ABL1,C1412097,ABL1 gene
602,602,WWOX,C1421525,WWOX gene
603,603,CYP4F22,C1969094,CYP4F22 gene
604,604,YWHAZ,C1421564,YWHAZ gene
605,605,TULP3,C1421243,TULP3 gene
606,606,TRIP12,C1421147,TRIP12 gene
607,607,ASPHD2,C1825091,ASPHD2 gene
608,608,VPS35,C1422017,VPS35 gene
609,609,ROR1,C0211525,"ROR1 protein, human"
610,610,FYN,C0812303,FYN gene
611,611,APP,C1364818,APP gene
612,612,SEPTIN3,C1419967,SEPTIN3 gene
613,613,MRPL18,C1422683,MRPL18 gene
614,614,PSMC3,C0084718,"PSMC3 protein, human"
615,615,PSMB5,C1313038,"PSMB5 protein, human"
616,616,TRAF5,C0390681,TNF receptor-associated factor 5
617,617,RRM2,C1335649,RRM2 gene
618,618,ORC3,C1335085,ORC3 gene
619,619,TSG101,C1336678,TSG101 gene
620,620,KAT2A,C1415020,KAT2A gene
621,621,PAAF1,C1823835,PAAF1 gene
622,622,GYS1,C1415377,GYS1 gene
623,623,AQP10,C1423922,AQP10 gene
624,624,ZNF581,C1428440,ZNF581 gene
625,625,IL7R,C0083032,Interleukin 7 Receptor
626,626,CHD5,C1174794,"CHD5 protein, human"
627,627,NCKAP1,C1417612,NCKAP1 gene
628,628,KIF1C,C1416632,KIF1C gene
629,629,ANXA9,C1412428,ANXA9 gene
630,630,CALU,C1413097,CALU gene
631,631,RASSF1,C1419285,RASSF1 gene
632,632,IRF1,C1366516,IRF1 gene
633,633,IRF2,C1334138,IRF2 gene
634,634,TMEM42,C1540015,TMEM42 gene
635,635,VAPA,C1421424,VAPA gene
636,636,MDC1,C1427378,MDC1 gene
637,637,PTBP1,C1419054,PTBP1 gene
638,638,PBX3,C1335196,PBX3 gene
639,639,PTPRE,C1335286,PTPRE gene
640,640,MESD,C1422033,MESD gene
641,641,APOC4,C1412479,APOC4 gene
642,642,GJB2,C1415077,GJB2 gene
643,643,PEX14,C1418475,PEX14 gene
644,644,PPP2R3A,C1418841,PPP2R3A gene
645,645,SMARCA5,C1335844,SMARCA5 gene
646,646,HSBP1,C1415735,HSBP1 gene
647,647,CSRP3,C1413769,CSRP3 gene
648,648,NFYB,C1417716,NFYB gene
649,649,ACTR2,C1412171,ACTR2 gene
650,650,LDB2,C1416810,LDB2 gene
651,651,PRKACA,C1418901,PRKACA gene
652,652,ALDOA,C1412344,ALDOA gene
653,653,WWP1,C1538115,WWP1 gene
654,654,STAM,C1420451,STAM gene
655,655,TUBGCP3,C1425636,TUBGCP3 gene
656,656,GNAL,C1415145,GNAL gene
657,657,DEFA6,C1413977,DEFA6 gene
658,658,ARMC8,C1538938,ARMC8 gene
659,659,PTER,C1419058,PTER gene
660,660,RPL17,C1419633,RPL17 gene
661,661,GYG2,C1415372,GYG2 gene
662,662,RAD23A,C1419236,RAD23A gene
663,663,TRIM27,C0084325,Zinc-Finger Protein RFP
664,664,RPL6,C1419685,RPL6 gene
665,665,TNFRSF1A,C1363984,TNFRSF1A gene
666,666,ERCC1,C1333355,ERCC1 gene
667,667,FOXM1,C1414685,FOXM1 gene
668,668,NR5A1,C1417838,NR5A1 gene
669,669,RBM7,C1419302,RBM7 gene
670,670,KTN1,C0298888,"KTN1 protein, human"
671,671,TTLL12,C1823546,TTLL12 gene
672,672,NKX3,,
673,673,LPCAT2,C1825852,LPCAT2 gene
674,674,HDGF,C1415506,HDGF gene
675,675,HSD17B6,C0961431,"HSD17B6 protein, human"
676,676,PTK2B,C1335273,PTK2B gene
677,677,COMMD3,C1428040,COMMD3 gene
678,678,TINAGL1,C1823280,TINAGL1 gene
679,679,AIFM1,C1530805,"AIFM1 protein, human"
680,680,FECH,C1414580,FECH gene
681,681,TLE1,C1420752,TLE1 gene
682,682,ATXN1,C1538298,ATXN1 gene
683,683,NR4A1,C1367453,NR4A1 gene
684,684,PHLPP2,C1538639,PHLPP2 gene
685,685,KRTAP17,,
686,686,CISH,C1332762,CISH gene
687,687,DEK,C0249747,"Dek protein, human"
688,688,IST1,C3470516,IST1 gene
689,689,PCDHGB1,C1418357,PCDHGB1 gene
690,690,NFYA,C1417715,NFYA gene
691,691,CD81,C0084715,CD81 antigen
692,692,PSMB9,C1419019,PSMB9 gene
693,693,WASL,C1421482,WASL gene
694,694,CCNT2,C1413186,CCNT2 gene
695,695,ERCC6,C0211445,"ERCC6 protein, human"
696,696,ATP2B2,C1412641,ATP2B2 gene
697,697,CYP2C8,C0897385,"CYP2C8 protein, human"
698,698,ACO1,C1412126,ACO1 gene
699,699,XIAP,C1337109,XIAP gene
700,700,P4HA2,,
701,701,GOLGA2,C1415174,GOLGA2 gene
702,702,PSEN2,C1311406,"PSEN2 protein, human"
703,703,RPL27A,C1419653,RPL27A gene
704,704,DYNLL1,C1825012,DYNLL1 gene
705,705,MYBPC2,C1417522,MYBPC2 gene
706,706,RARG,C1419272,RARG gene
707,707,CXADR,C1413828,CXADR gene
708,708,MITF,C1144191,"MITF protein, human"
709,709,TFRC,C0108801,"TFRC protein, human"
710,710,DCTN2,C1413936,DCTN2 gene
711,711,PICK1,C1826583,PICK1 gene
712,712,LCE3A,C1537540,LCE3A gene
713,713,MED7,C1313010,"CRSP9 protein, human"
714,714,TGFBR1,C0292688,"Receptor, Transforming Growth Factor-beta Type I"
715,715,MYH11,C1334538,MYH11 gene
716,716,EEF1G,C1414294,EEF1G gene
717,717,RPL9,C1419689,RPL9 gene
718,718,PTPRJ,C0289499,"PTPRJ protein, human"
719,719,HSF4,C1415752,HSF4 gene
720,720,PTGIR,C1419070,PTGIR gene
721,721,PSAP,C1418975,PSAP gene
722,722,EIF2B1,C0606869,Eukaryotic Initiation Factor-2B
723,723,RETREG3,C2239426,RETREG3 gene
724,724,BDH1,C1826418,BDH1 gene
725,725,SH3YL1,C1428870,SH3YL1 gene
726,726,DAXX,C0541030,"DAXX protein, human"
727,727,HCCS,C1415491,HCCS gene
728,728,RB1CC1,C1423586,RB1CC1 gene
729,729,STAT3,C0253050,Stat3 protein
730,730,SYNGAP1,C1420546,SYNGAP1 gene
731,731,SIGLEC6,C1420061,SIGLEC6 gene
732,732,ZNF2,C1421688,ZNF2 gene
733,733,HDAC7,C1422387,HDAC7 gene
734,734,CEP170,C1824721,CEP170 gene
735,735,IHH,C0342384,Idiopathic hypogonadotropic hypogonadism
736,736,TEKT3,C1422549,TEKT3 gene
737,737,MEAF6,C1823768,MEAF6 gene
738,738,SNRPB2,C1420286,SNRPB2 gene
739,739,CCT6A,C1413198,CCT6A gene
740,740,RARA,C1366536,RARA gene
741,741,CDK7,C0255652,"CDK7 protein, human"
742,742,MYOD1,C1417574,MYOD1 gene
743,743,PSEN1,C1311407,"PSEN1 protein, human"
744,744,C1D,C1846978,C1D gene
745,745,ATP5F1B,C1412653,ATP5F1B gene
746,746,CHD4,C1413383,CHD4 gene
747,747,KRT24,C1425578,KRT24 gene
748,748,AKR1C4,C1412327,AKR1C4 gene
749,749,VEGFA,C1823619,VEGFA gene
750,750,LCK,C0919477,LCK gene
751,751,DNAL4,C1414106,DNAL4 gene
752,752,LUZP4,C1537622,LUZP4 gene
753,753,SH3BP4,C1420023,SH3BP4 gene
754,754,IGBP1,C1334087,IGBP1 gene
755,755,FBXO9,C1422083,FBXO9 gene
756,756,SHOC2,C0676309,"Leucine-Rich Repeat Protein SHOC-2, Human"
757,757,FDXR,C1414575,FDXR gene
758,758,CYB5R3,C1824843,CYB5R3 gene
759,759,EIF2B4,C1414330,EIF2B4 gene
760,760,POU5F1,C0069304,"POU5F1 protein, human"
761,761,RPL37A,C1419671,RPL37A gene
762,762,THOC2,C1425990,THOC2 gene
763,763,MAPK9,C1334482,MAPK9 gene
764,764,CD38,C0075742,CD38 Antigen
765,765,RPS27A,C1419730,RPS27A gene
766,766,MUC1,C1417490,MUC1 gene
767,767,BOLA1,C1826626,BOLA1 gene
768,768,HNRNPH2,C0762292,"Heterogeneous Nuclear Ribonucleoprotein H2, Human"
769,769,CTNNB1,C1332803,CTNNB1 gene
770,770,RAI14,C1423016,RAI14 gene
771,771,MAFK,C1416968,MAFK gene
772,772,RELA,C1335610,RELA gene
773,773,SRSF1,C1419989,SRSF1 gene
774,774,CTBP2,C1332651,C-Terminal Binding Protein 2
775,775,ORC6,C1335088,ORC6 gene
776,776,SLC22A9,C1424134,SLC22A9 gene
777,777,ZNF18,C1421668,ZNF18 gene
778,778,ZNF24,C1421727,ZNF24 gene
779,779,AMOTL2,C1425096,AMOTL2 gene
780,780,SNRPE,C1420292,SNRPE gene
781,781,CAMK2D,C1413101,CAMK2D gene
782,782,RBX1,C1313794,"RBX1 protein, human"
783,783,FAAP100,C1824462,FAAP100 gene
784,784,CDK16,C1335197,CDK16 gene
785,785,PDE3B,C1418419,PDE3B gene
786,786,CD109,C1427694,CD109 gene
787,787,MYH10,C1417535,MYH10 gene
788,788,ANXA2,C1175494,"ANXA2 protein, human"
789,789,PTH,C0020063,"PTH protein, human"
790,790,APOB,C0003593,Apolipoproteins B
791,791,COX15,C1413632,COX15 gene
792,792,TSC22D3,C1449345,"TSC22D3 protein, human"
793,793,MEA1,C1825957,MEA1 gene
794,794,MKRN3,C1417179,MKRN3 gene
795,795,STAT1,C1335872,STAT1 gene
796,796,CNIH1,C1426240,CNIH1 gene
797,797,HDLBP,C1415507,HDLBP gene
798,798,ERC1,C1172542,"ERC1 protein, human"
799,799,FGF2,C0380603,Fibroblast Growth Factor 2
800,800,HNRNPF,C1415641,HNRNPF gene
801,801,RNF34,C1424884,RNF34 gene
802,802,CDK6,C1413287,CDK6 gene
803,803,SMN1,C1420257,SMN1 gene
804,804,FBRSL1,C2681526,FBRSL1 gene
805,805,CEBPA,C1413322,CEBPA gene
806,806,HMGN3,C1333914,HMGN3 gene
807,807,SGTA,C0757721,"SGTA protein, human"
808,808,RAP1GDS1,C1419268,RAP1GDS1 gene
809,809,BRF1,C1096984,"BRF1 protein, human"
810,810,C10orf88,C1428524,C10orf88 gene
811,811,NDUFB1,C1417632,NDUFB1 gene
812,812,ZNF668,C1538232,ZNF668 gene
813,813,DMWD,C1414088,DMWD gene
814,814,SPRY2,C1420383,SPRY2 gene
815,815,EXOC5,C1825078,EXOC5 gene
816,816,COPS6,C1173741,"COPS6 protein, human"
817,817,UGT8,C1421347,UGT8 gene
818,818,GINS1,C1825347,GINS1 gene
819,819,KIF5B,C1416639,KIF5B gene
820,820,SLU7,C1822774,SLU7 gene
821,821,KIFC3,C1416641,KIFC3 gene
822,822,ERBB2,C0069515,erbB-2 Receptor
823,823,UBE2D1,C1421273,UBE2D1 gene
824,824,MRPS30,C1418410,MRPS30 gene
825,825,SERF2,C1419973,SERF2 gene
826,826,CTBP1,C1332650,C-Terminal Binding Protein 1
827,827,RPL11,C1419628,RPL11 gene
828,828,GLYAT,C1422172,GLYAT gene
829,829,BAIAP2,C0768288,"BAIAP2 protein, human"
830,830,PRPF4B,C1424919,PRPF4B gene
831,831,HSPH1,C0384822,"HSPH1 protein, human"
832,832,AQP3,C1412493,AQP3 gene
833,833,FARP2,C1424298,FARP2 gene
834,834,SMYD3,C1423543,SMYD3 gene
835,835,LGALS4,C0244635,Galectin 4
836,836,CDC20,C1413256,CDC20 gene
837,837,DLG4,C1333226,DLG4 gene
838,838,RFTN1,C1826809,RFTN1 gene
839,839,DCTN1,C1413935,DCTN1 gene
840,840,IL13RA2,C1416386,IL13RA2 gene
841,841,COL5A1,C1413587,COL5A1 gene
842,842,MRPL4,C1422535,MRPL4 gene
843,843,TRAF1,C0258439,TNF receptor-associated factor 1
844,844,SPP1,C1420369,SPP1 gene
845,845,CSDE1,C1448742,"CSDE1 protein, human"
846,846,TNFSF8,C1420820,TNFSF8 gene
847,847,HPCA,C1333924,HPCA gene
848,848,RPL18,C1419635,RPL18 gene
849,849,CENPA,C1413338,CENPA gene
850,850,SPRY1,C1420382,SPRY1 gene
851,851,HDAC3,C1366355,HDAC3 gene
852,852,P4HB,C1418224,P4HB gene
853,853,CTNNAL1,C1413798,CTNNAL1 gene
854,854,ATP5F1A,,
855,855,SPTAN1,C1420386,SPTAN1 gene
856,856,MRPL57,C1422719,MRPL57 gene
857,857,DDB2,C0764224,"DDB2 protein, human"
858,858,NF2,C0027832,Neurofibromatosis 2
859,859,KCTD3,C1427482,KCTD3 gene
860,860,SLC25A5,C1335834,SLC25A5 gene
861,861,ARID5A,C1424934,ARID5A gene
862,862,RBPJ,C1311116,"RBPJ protein, human"
863,863,DDX3X,C1309084,"DDX3X protein, human"
864,864,HTR2C,C1415811,HTR2C gene
865,865,KRT31,C1825747,KRT31 gene
866,866,MAPK3,C1366765,MAPK3 gene
867,867,TFG,C1420703,TFG gene
868,868,CBX3,C1413158,CBX3 gene
869,869,GABPB1,C1414906,GABPAP gene
870,870,ZBTB25,C1823903,ZBTB25 gene
871,871,STRN3,C1423683,STRN3 gene
872,872,DR1,C1333247,DR1 gene
873,873,MAS1,C0812372,MAS1 gene
874,874,KCNA1,C1416543,KCNA1 gene
875,875,NDC80,C1424628,NDC80 gene
876,876,KRTAP4,,
877,877,KRTAP9,,
878,878,MYBPC3,C1417523,MYBPC3 gene
879,879,PSMD6,C1419037,PSMD6 gene
880,880,PLEC,C1418643,PLEC gene
881,881,MYOM2,C1417577,MYOM2 gene
882,882,ATF3,C1412616,ATF3 gene
883,883,RANBP1,C1419258,RANBP1 gene
884,884,PPAN,C1418773,PPAN gene
885,885,RPL13,C0245587,ribosomal protein L13
886,886,TMX2,C2680492,TMX2 gene
887,887,PDIA3,C0251914,"PDIA3 protein, human"
888,888,NPR2,C1334895,NPR2 gene
889,889,RPL19,C0073283,ribosomal protein L19
890,890,CSNK1A1,C1332795,CSNK1A1 gene
891,891,MOGS,C1832467,MOGS gene
892,892,MTA2,C1417406,MTA2 gene
893,893,SMAD2,C1334468,SMAD2 gene
894,894,ENO3,C1414405,ENO3 gene
895,895,RPP40,C1427230,RPP40 gene
896,896,MAGEA11,C1416972,MAGEA11 gene
897,897,PLS1,C1418657,PLS1 gene
898,898,MED29,C1537429,MED29 gene
899,899,DDIT4L,C1428982,DDIT4L gene
900,900,FAM8A1,C1424224,FAM8A1 gene
901,901,STK39,C1425045,STK39 gene
902,902,MAPK8,C1367731,MAPK8 gene
903,903,BLZF1,C1412803,BLZF1 gene
904,904,MCC,C0007129,Merkel cell carcinoma
905,905,RPS5,C1419738,RPS5 gene
906,906,NBEAL2,C1538045,NBEAL2 gene
907,907,PDE1B,C1418415,PDE1B gene
908,908,ARHGAP1,C1412520,ARHGAP1 gene
909,909,COL4A5,C1413586,COL4A5 gene
910,910,SH3KBP1,C1422243,SH3KBP1 gene
911,911,ELK1,C0812446,ELK1 gene
912,912,SKIL,C1335828,SKIL gene
913,913,POLR2F,C1418744,POLR2F gene
914,914,CEP72,C1824714,CEP72 gene
915,915,WDR46,C1823823,WDR46 gene
916,916,UBE2A,C1421271,UBE2A gene
917,917,RPS4X,C1419736,RPS4X gene
918,918,HSPA1B,C1415756,HSPA1B gene
919,919,COL4A2,C1413583,COL4A2 gene
920,920,PROCR,C1418944,PROCR gene
921,921,LNX1,C1825867,LNX1 gene
922,922,RPL18A,C1419636,RPL18A gene
923,923,PTGES3,C1846861,PTGES3 gene
924,924,OIT3,C1538531,OIT3 gene
925,925,EVPL,C1414482,EVPL gene
926,926,ZCCHC3,C1538159,ZCCHC3 gene
927,927,PRKAR1B,C1418909,PRKAR1B gene
928,928,GABRA3,C1414910,GABRA3 gene
929,929,EDA,C0162359,Christ-Siemens-Touraine syndrome
930,930,ACTR5,C1422827,ACTR5 gene
931,931,UQCR11,C1540163,UQCR11 gene
932,932,RPL7A,C0073263,"RPL7A protein, human"
933,933,CA11,C1413040,CA11 gene
934,934,ROBO3,C1538879,ROBO3 gene
935,935,COG1,C1416821,COG1 gene
936,936,MAP2K5,C1442512,MAP2K5 gene
937,937,ZSCAN26,C1421676,ZSCAN26 gene
938,938,DDB1,C0293001,"DDB1 protein, human"
939,939,CD200,C1540289,CD200 gene
940,940,PNKP,C1418707,PNKP gene
941,941,CALM3,C1413093,CALM3 gene
942,942,OS9,C1864769,OS9 gene
943,943,RBM6,C1335604,RBM6 gene
944,944,NSMCE4A,C1826474,NSMCE4A gene
945,945,SNTA1,C1420296,SNTA1 gene
946,946,TMEM203,C2240109,TMEM203 gene
947,947,HNRNPM,C1415647,HNRNPM gene
948,948,RAP1A,C0967718,"RAP1A protein, human"
949,949,NPM1,C1334894,NPM1 gene
950,950,TCP1,C1420655,TCP1 gene
951,951,ZKSCAN8,C1421680,ZKSCAN8 gene
952,952,RGL2,C1538835,RGL2 gene
953,953,BDP1,C0966598,"BDP1 protein, human"
954,954,ELF1,C1414375,ELF1 gene
955,955,GNA11,C1415138,GNA11 gene
956,956,PLK2,C1426344,PLK2 gene
957,957,GABRE,C1414918,GABRE gene
958,958,CFL1,C1413355,CFL1 gene
959,959,BECN1,C1412785,BECN1 gene
960,960,SLIT1,C1420243,SLIT1 gene
961,961,EFNB2,C1414306,EFNB2 gene
962,962,GPN3,C1825846,GPN3 gene
963,963,FOXD2,C1414671,FOXD2 gene
964,964,SDCBP,C1308361,"SDCBP protein, human"
965,965,SNRNP35,C2680428,SNRNP35 gene
966,966,PRR22,C2828560,PRR22 gene
967,967,PHB,C1335208,PHB1 gene
968,968,PATJ,C1537407,PATJ gene
969,969,KBTBD7,C1428464,KBTBD7 gene
970,970,PNP,C1417772,PNP gene
971,971,SLC35B4,C1427017,SLC35B4 gene
972,972,SYPL1,C1823163,SYPL1 gene
973,973,IKBKB,C0663912,IkappaB Kinase beta
974,974,GGH,C1415051,GGH gene
975,975,YIPF5,C1823890,YIPF5 gene
976,976,TCEA1,C1420622,TCEA1 gene
977,977,ELOC,C1420627,ELOC gene
978,978,ZNF275,C1421761,ZNF275 gene
979,979,MRPL28,C1422365,MRPL30 gene
980,980,NPPC,C0048628,4-nitrophenylphosphorylcholine
981,981,FOXC2,C1414669,FOXC2 gene
982,982,GABPA,C1414905,GABPA gene
983,983,ARC,C0001857,AIDS related complex
984,984,ITGA4,C1416487,ITGA4 gene
985,985,CDK5,C1332735,CDK5 gene
986,986,TNFRSF18,C1420810,TNFRSF18 gene
987,987,LRRFIP2,C1416922,LRRFIP2 gene
988,988,RAF1,C0812215,RAF1 gene
989,989,PPARG,C1335238,PPARG gene
990,990,TSEN15,C1424550,TSEN15 gene
991,991,RGS2,C0254619,"RGS2 protein, human"
992,992,ITGB3BP,C1416499,ITGB3BP gene
993,993,UBD,C1425779,UBD gene
994,994,MDK,C0083453,"MDK protein, human"
995,995,JAG1,C1416525,JAG1 gene
996,996,B4GALT1,C1412719,B4GALT1 gene
997,997,SYS1,C1823165,SYS1 gene
998,998,CREB5,C1424589,CREB5 gene
999,999,PRICKLE3,C1416884,PRICKLE3 gene
1000,1000,STUB1,C1420492,STUB1 gene
1001,1001,ING1,C1311255,"ING1 protein, human"
1002,1002,STAT5B,C1335876,STAT5B gene
1003,1003,SURF2,C1420528,SURF2 gene
1004,1004,IL1B,C0021755,Interleukin-1
1005,1005,ZMYM6,C1823962,ZMYM6 gene
1006,1006,WASF1,C1421479,WASF1 gene
1007,1007,P2RX7,C1418215,P2RX7 gene
1008,1008,C2orf88,C2681212,C2orf88 gene
1009,1009,STX10,C1420493,STX10 gene
1010,1010,MCM3,C1334490,MCM3 gene
1011,1011,RBFA,C1540265,RBFA gene
1012,1012,GDNF,C0207072,Glial Cell Line-Derived Neurotrophic Factor
1013,1013,F9,,
1014,1014,EGF,C0242275,epidermal growth factor
1015,1015,MXI1,C0212908,MAX Interacting Protein 1
1016,1016,PRKDC,C1335262,PRKDC gene
1017,1017,GPS1,C0753882,"GPS1 protein, human"
1018,1018,CBLC,C0768360,"CBLC protein, human"
1019,1019,SREBF2,C1420399,SREBF2 gene
1020,1020,JUP,C1334295,JUP gene
1021,1021,PIGR,C1418569,PIGR gene
1022,1022,HIGD1A,C1825468,HIGD1A gene
1023,1023,RABGGTB,C1419223,RABGGTB gene
1024,1024,SPANXA1,C1420341,SPANXA1 gene
1025,1025,SNRPG,C1420294,SNRPG gene
1026,1026,PPP2CA,C1335241,PPP2CA gene
1027,1027,STEEP1,C1824833,STEEP1 gene
1028,1028,NOP53,C1333682,NOP53 gene
1029,1029,XPA,C0268135,"Xeroderma pigmentosum, group A"
1030,1030,DHX34,C1424505,DHX34 gene
1031,1031,GAPDHS,C1428420,GAPDHS gene
1032,1032,RAD9A,C1419245,RAD9A gene
1033,1033,RNH1,C1419412,RNASEH1P1 gene
1034,1034,CDK9,C1172090,"CDK9 protein, human"
1035,1035,TMEM14B,C1427530,TMEM14B gene
1036,1036,TSPYL2,C1540100,TSPYL2 gene
1037,1037,LCN2,C1416806,LCN2 gene
1038,1038,TBC1D2B,C1823230,TBC1D2B gene
1039,1039,GSDME,C1414006,GSDME gene
1040,1040,DCX,C1413938,DCX gene
1041,1041,ELK4,C1414381,ELK4 gene
1042,1042,SORBS3,C1823081,SORBS3 gene
1043,1043,TMEM234,C1823711,TMEM234 gene
1044,1044,HTR2B,C1415810,HTR2B gene
1045,1045,CD33,C0054952,CD33 antigen
1046,1046,HCFC1,C1415493,HCFC1 gene
1047,1047,COX7C,C1413659,COX7C gene
1048,1048,A2M,C1412046,A2M gene
1049,1049,CACNB4,C1413070,CACNB4 gene
1050,1050,HSPA5,C1415761,HSPA5 gene
1051,1051,RPLP1,C1419692,RPLP1 gene
1052,1052,TPM1,C1420872,TPM1 gene
1053,1053,NCK1,C1417611,NCK1 gene
1054,1054,BCLAF1,C1424602,BCLAF1 gene
1055,1055,UQCRH,C1421373,UQCRH gene
1056,1056,H3C6,C1415432,H3C6 gene
1057,1057,AKT1,C0668624,"AKT1 protein, human"
1058,1058,DNAJC9,C1426029,DNAJC9 gene
1059,1059,MANSC1,C1537648,MANSC1 gene
1060,1060,GORASP2,C1424984,GORASP2 gene
1061,1061,PCSK5,C1418391,PCSK5 gene
1062,1062,RNASEL,C1419413,RNASEL gene
1063,1063,TAF9,C0540760,"TAF9 protein, human"
1064,1064,REL,C0035018,REL gene
1065,1065,SUPT16H,C1420522,SUPT16H gene
1066,1066,IGF1R,C0140080,Insulin-Like-Growth Factor I Receptor
1067,1067,GNB2,C1333688,GNB2 gene
1068,1068,QRICH1,C1826748,QRICH1 gene
1069,1069,CAMK2A,C1413099,CAMK2A gene
1070,1070,MTHFD1,C1417420,MTHFD1 gene
1071,1071,AZU1,C0054878,cationic antimicrobial protein CAP 37
1072,1072,KEAP1,C0967993,"KEAP1 protein, human"
1073,1073,GNB1,C1333687,GNB1 gene
1074,1074,CKS1B,C1425999,CKS1B gene
1075,1075,PTPN9,C1419109,PTPN9 gene
1076,1076,WDFY3,C1427109,WDFY3 gene
1077,1077,NDUFA6,C1417627,NDUFA6 gene
1078,1078,ZNF165,C1421654,ZNF165 gene
1079,1079,SERPINA5,C1418370,SERPINA5 gene
1080,1080,FBL,C1414538,FBL gene
1081,1081,PDK1,C1335204,PDPK1 gene
1082,1082,FANCF,C0911827,"FANCF protein, human"
1083,1083,HSPA8,C1415764,HSPA8 gene
1084,1084,PSMB4,C1419014,PSMB4 gene
1085,1085,NAA10,C1538918,NAA10 gene
1086,1086,MMADHC,C1538998,MMADHC gene
1087,1087,KRT33B,C1825749,KRT33B gene
1088,1088,DEFA1,C1413973,DEFA1 gene
1089,1089,EHMT2,C1825038,EHMT2 gene
1090,1090,PHC2,C1414265,PHC2 gene
1091,1091,CD36,C0054954,CD36 Antigens
1092,1092,DECR2,C1413970,DECR2 gene
1093,1093,HBB,C0544483,Hemoglobin Subunit Beta
1094,1094,OXTR,C1418209,OXTR gene
1095,1095,H1,C1332766,CLIC4 gene
1096,1096,KRTAP6,,
1097,1097,HDAC1,C1333891,HDAC1 gene
1098,1098,REST,C0035253,Rest
1099,1099,TRIM21,C1540056,TRIM21 gene
1100,1100,ABCA2,C1412061,ABCA2 gene
1101,1101,CDH5,C1332729,CDH5 gene
1102,1102,PLA2G10,,
1103,1103,ATP6V0C,C1412675,ATP6V0C gene
1104,1104,AXL,C0812237,AXL gene
1105,1105,GTF3C2,C1333725,GTF3C2 gene
1106,1106,MLF1,C1417188,MLF1 gene
1107,1107,HMG20A,C1415611,HMG20A gene
1108,1108,MED17,C1313007,"CRSP6 protein, human"
1109,1109,ZIC1,C1421581,ZIC1 gene
1110,1110,CLTA,C1413510,CLTA gene
1111,1111,CEP76,C1824715,CEP76 gene
1112,1112,TUBA1B,C1865268,TUBA1B gene
1113,1113,RIMBP3,C2239888,RIMBP3 gene
1114,1114,AOC1,C1412100,AOC1 gene
1115,1115,AGR2,C1332034,AGR2 gene
1116,1116,SH2B1,C1455627,"SH2B protein, human"
1117,1117,HCK,C0084219,"HCK protein, human"
1118,1118,TK1,C1420747,TK1 gene
1119,1119,ILF2,C1416419,ILF2 gene
1120,1120,POLG,C1418731,POLG gene
1121,1121,TTC3,C1421214,TTC3 gene
1122,1122,PPARA,C1418776,PPARA gene
1123,1123,CATSPER1,C1424753,CATSPER1 gene
1124,1124,PLA2G6,C0538273,"PLA2G6 protein, human"
1125,1125,SEC14L2,C1419923,SEC14L2 gene
1126,1126,LMNB1,C1334345,LMNB1 gene
1127,1127,CLU,C1413514,CLU gene
1128,1128,OXER1,C1428424,OXER1 gene
1129,1129,TCF7L2,C1336781,"TCF7L2 protein, human"
1130,1130,TUBGCP6,C1425332,TUBGCP6 gene
1131,1131,ALG2,C1418406,PDCD6 gene
1132,1132,LRP6,C1416918,LRP6 gene
1133,1133,MPP3,C0762540,"MPP3 protein, human"
1134,1134,ACTN1,C1412165,ACTN1 gene
1135,1135,CTNND1,C1413800,CTNND1 gene
1136,1136,YWHAH,C1421562,YWHAH gene
1137,1137,PDCD6IP,,
1138,1138,SULT1A1,C1420514,SULT1A1 gene
1139,1139,BAX,C0812198,BAX gene
1140,1140,RSC1A1,C1419765,RSC1A1 gene
1141,1141,MRPS31,C1424452,MRPS31 gene
1142,1142,DUSP14,C1424682,DUSP14 gene
1143,1143,FOXP1,C1414688,FOXP1 gene
1144,1144,GOPC,C1425021,GOPC gene
1145,1145,TRBV2,C1421045,TRBV2 gene
1146,1146,CRK,C0812252,CRK gene
1147,1147,BPIFA1,C1423701,BPIFA1 gene
1148,1148,CFB,C0009002,clofibrate
1149,1149,WRNIP1,C1427182,WRNIP1 gene
1150,1150,BTN2A2,C1412844,BTN2A2 gene
1151,1151,NFKB1,C1417708,NFKB1 gene
1152,1152,AKAP17A,C1824816,AKAP17A gene
1153,1153,XPC,C1421540,XPC gene
1154,1154,MKS1,C1417186,MKS1 gene
1155,1155,RBP1,C1419287,ARID4A gene
1156,1156,CLCN3,C1413452,CLCN3 gene
1157,1157,SLC27A6,C1420168,SLC27A6 gene
1158,1158,CREB3L1,C1425827,CREB3L1 gene
1159,1159,LYL1,C1334354,LYL1 gene
1160,1160,ACTN2,C1412166,ACTN2 gene
1161,1161,IL12RB1,C1416383,IL12RB1 gene
1162,1162,SMAD5,C1416963,SMAD5 gene
1163,1163,NPTN,C1826467,NPTN gene
1164,1164,EEF2,C1414295,EEF2 gene
